consultancy_name,state,area_district,students_applied,successful_applications,consultancy_fee_inr,commission_fee_inr,total_fee_inr,rating,reviews,primary_country,us_applications_pct,uk_applications_pct,germany_applications_pct
Edu Group,Jammu and Kashmir,Jammu,2644,1951,53000,2650,55650,3.2,4420,Germany,27,5,68
Summit Mentors,Madhya Pradesh,Gwalior,4845,4053,72000,3600,75600,4.6,2739,UK,17,58,25
Apex Advisors,Madhya Pradesh,Indore,2529,1595,21000,1050,22050,4.6,2165,US,58,20,22
Global Experts,Uttarakhand,Rishikesh,2165,2055,61000,3050,64050,4.6,2489,UK,44,49,7
Edu Pathways,Karnataka,Belagavi,1939,1358,13000,650,13650,4.6,1839,Germany,9,28,63
Horizon Experts India,Delhi,New Delhi,1344,844,55000,2750,57750,3.3,4752,Germany,9,21,70
Edu Consultants,Meghalaya,Jowai,3866,2367,41000,2050,43050,3.9,4859,US,53,15,32
Global Ventures,Bihar,Gaya,4546,3040,35000,1750,36750,4.8,2951,Germany,15,9,76
Future Education,Punjab,Bathinda,3032,2555,27000,1350,28350,3.8,1076,Germany,8,30,62
Summit Advisors,Mizoram,Kolasib,2369,1897,29000,1450,30450,3.9,4818,Germany,18,32,50
Global Services,Arunachal Pradesh,Tawang,1853,1206,45000,2250,47250,3.1,2192,US,72,20,8
Apex Consultants,Gujarat,Rajkot,669,405,26000,1300,27300,3.5,1305,US,57,18,25
Premier Ventures,Himachal Pradesh,Shimla,1028,678,13000,650,13650,4.3,145,Germany,26,22,52
Path Advisors Network,Telangana,Khammam,2417,2243,67000,3350,70350,4.6,2933,Germany,28,12,60
Elite Services,Gujarat,Ahmedabad,2023,1796,63000,3150,66150,3.5,3924,Germany,42,12,46
Premier Ventures Global,Bihar,Muzaffarpur,2960,2225,33000,1650,34650,4.7,3749,Germany,9,30,61
Pinnacle Experts,Sikkim,Namchi,1431,869,13000,650,13650,3.5,2810,US,63,21,16
Apex Experts,Arunachal Pradesh,Bomdila,2461,2075,46000,2300,48300,4.8,4621,UK,6,49,45
Future Services,Gujarat,Surat,248,198,42000,2100,44100,3.8,2055,Germany,42,11,47
Path Advisors,Kerala,Kozhikode,1640,1312,62000,3100,65100,3,3464,US,46,44,10
Vision Mentors Global,Meghalaya,Jowai,2099,1428,13000,650,13650,4.2,4771,UK,13,77,10
Elite Consultants,Maharashtra,Thane,1379,873,50000,2500,52500,3.9,60,UK,22,60,18
Study Solutions,Gujarat,Surat,1821,1234,12000,600,12600,4.1,88,UK,37,50,13
Study Experts Network,Telangana,Warangal,424,387,21000,1050,22050,3.2,3095,UK,13,74,13
Future Solutions,Andhra Pradesh,Kurnool,1064,659,52000,2600,54600,4.9,499,UK,6,48,46
Gateway Consultants,Rajasthan,Udaipur,2945,2710,20000,1000,21000,3.1,839,UK,16,54,30
Path Consultants,Andhra Pradesh,Nellore,2502,1696,54000,2700,56700,3.7,3665,US,55,30,15
Pioneer Advisors India,Meghalaya,Tura,4589,3564,29000,1450,30450,3.7,4483,US,73,13,14
Vision Guidance International,Assam,Guwahati,651,488,62000,3100,65100,4.2,3531,Germany,20,9,71
Edu Experts,Odisha,Cuttack,2093,1948,34000,1700,35700,4.9,4240,UK,14,80,6
Vision Solutions Network,Nagaland,Kohima,1309,1181,52000,2600,54600,3.9,1726,UK,23,49,28
Overseas Ventures,Odisha,Rourkela,1504,1289,66000,3300,69300,4.4,4282,US,70,8,22
Elite Experts,Karnataka,Mangaluru,340,306,32000,1600,33600,3.3,1227,UK,9,59,32
Edu Education,Bihar,Darbhanga,4822,3569,27000,1350,28350,5,1430,UK,9,62,29
Pioneer Group,Delhi,Dwarka,2021,1842,31000,1550,32550,4.2,2026,US,46,41,13
Global Advisors,Delhi,Dwarka,4435,4083,42000,2100,44100,3.7,4770,Germany,23,20,57
Overseas Services,Jharkhand,Dhanbad,436,343,69000,3450,72450,3.3,843,Germany,29,10,61
Apex Advisors,Manipur,Bishnupur,1881,1714,30000,1500,31500,3.7,1405,UK,38,49,13
Overseas Services,Bihar,Darbhanga,4543,4041,58000,2900,60900,4.6,2709,Germany,24,5,71
Overseas Group,Bihar,Patna,2844,2038,51000,2550,53550,4,1579,US,63,29,8
Elite Consultants Global,Bihar,Darbhanga,2964,2074,28000,1400,29400,3.8,3120,US,75,11,14
Premier Education,Nagaland,Kohima,2861,1866,57000,2850,59850,4.8,4850,Germany,26,20,54
Vision Solutions,Manipur,Bishnupur,1521,1397,19000,950,19950,4.7,4743,US,71,21,8
Vision Pathways International,Jharkhand,Dhanbad,1680,1199,13000,650,13650,4.5,1667,Germany,7,20,73
Edu Pathways,Telangana,Hyderabad,3389,2529,38000,1900,39900,4.9,758,UK,9,63,28
Future Group,Manipur,Ukhrul,4614,3980,43000,2150,45150,3.7,3788,US,77,10,13
Premier Mentors,Odisha,Bhubaneswar,3328,2290,38000,1900,39900,3.1,972,US,78,13,9
Summit Solutions,Himachal Pradesh,Dharamshala,3734,2410,75000,3750,78750,4.4,1442,US,63,14,23
Global Mentors,Odisha,Sambalpur,2416,1528,49000,2450,51450,4,4579,UK,12,65,23
Overseas Group,Odisha,Bhubaneswar,701,553,14000,700,14700,4,79,Germany,18,8,74
Elite Services,Kerala,Thrissur,2991,2455,38000,1900,39900,4.1,4762,US,50,27,23
Future Pathways,Nagaland,Tuensang,4359,2638,41000,2050,43050,3.1,272,UK,15,55,30
Horizon Advisors International,Meghalaya,Tura,2532,1976,35000,1750,36750,5,1374,UK,15,78,7
Premier Services,West Bengal,Durgapur,2550,1965,24000,1200,25200,5,1745,UK,27,66,7
Pinnacle Solutions,Bihar,Gaya,172,118,75000,3750,78750,3.3,2100,UK,11,77,12
Elite Advisors,Himachal Pradesh,Shimla,1848,1269,61000,3050,64050,4,2955,UK,10,69,21
Summit Guidance,Andhra Pradesh,Tirupati,3992,3257,75000,3750,78750,4.2,3622,Germany,8,17,75
Pinnacle Experts,Tripura,Dharmanagar,641,584,52000,2600,54600,4.9,4573,US,45,8,47
Elite Education,Jharkhand,Dhanbad,550,378,65000,3250,68250,3.2,3016,Germany,24,23,53
Vision Consultants,Meghalaya,Tura,4033,3104,61000,3050,64050,3.7,3265,UK,14,72,14
Edu Pathways,Jharkhand,Deoghar,1987,1474,44000,2200,46200,4,366,UK,28,46,26
Future Solutions,Telangana,Warangal,2864,2148,52000,2600,54600,3.1,3963,Germany,35,13,52
Apex Group,Jharkhand,Ranchi,1610,1206,61000,3050,64050,3.3,2718,Germany,19,11,70
Summit Ventures International,Jharkhand,Jamshedpur,4424,3761,23000,1150,24150,3.4,249,UK,16,52,32
Pinnacle Services,Rajasthan,Jaipur,204,140,25000,1250,26250,4,3277,Germany,30,6,64
Pioneer Experts,Jammu and Kashmir,Baramulla,201,137,63000,3150,66150,3.4,2990,Germany,12,11,77
Edu Services,Jammu and Kashmir,Kathua,4021,2544,15000,750,15750,3.1,1766,Germany,23,13,64
Pioneer Services,Chhattisgarh,Durg,2043,1686,62000,3100,65100,4.1,2718,US,52,7,41
Apex Solutions,Chhattisgarh,Bilaspur,1339,911,32000,1600,33600,4.1,2167,US,62,17,21
Pioneer Solutions,Rajasthan,Kota,2694,2237,74000,3700,77700,3.4,3214,US,48,45,7
Pioneer Services,Karnataka,Hubballi,2180,1572,71000,3550,74550,4.8,3846,US,60,19,21
Global Services,Arunachal Pradesh,Itanagar,1806,1565,43000,2150,45150,3.6,152,US,58,25,17
Gateway Mentors,Uttarakhand,Rishikesh,4281,3640,17000,850,17850,3.3,3126,Germany,12,31,57
Path Ventures Global,Arunachal Pradesh,Itanagar,4834,3678,55000,2750,57750,3.1,4961,UK,10,79,11
Study Advisors International,Delhi,Saket,2744,2149,59000,2950,61950,3,1716,US,59,8,33
Premier Experts,Maharashtra,Nashik,1103,1001,11000,550,11550,4.8,2390,Germany,18,8,74
Vision Mentors,Chhattisgarh,Bhilai,1397,1302,73000,3650,76650,4.4,3391,UK,16,70,14
Future Education,Delhi,Vasant Kunj,1469,1260,71000,3550,74550,3.4,2790,Germany,10,45,45
Premier Education,Andhra Pradesh,Vijayawada,752,708,49000,2450,51450,5,2010,US,63,27,10
Premier Group,Sikkim,Gangtok,2299,2030,52000,2600,54600,3.9,1130,UK,8,62,30
Edu Services,Maharashtra,Mumbai,323,281,28000,1400,29400,3.9,3740,UK,47,48,5
Study Solutions Network,Arunachal Pradesh,Pasighat,2373,1789,41000,2050,43050,4.7,1666,UK,15,73,12
Summit Mentors,Haryana,Rohtak,1141,1051,14000,700,14700,4.9,3829,Germany,27,24,49
Overseas Pathways,West Bengal,Kolkata,4008,3235,13000,650,13650,4.8,1384,US,64,24,12
Pinnacle Ventures,Jammu and Kashmir,Srinagar,232,218,13000,650,13650,5,4754,Germany,28,6,66
Edu Pathways,Karnataka,Belagavi,1671,1167,55000,2750,57750,3.4,338,US,69,7,24
Vision Ventures,Meghalaya,Tura,4500,3629,66000,3300,69300,4.2,3215,UK,8,69,23
Summit Education International,Andhra Pradesh,Tirupati,1778,1558,44000,2200,46200,4.1,1902,US,72,17,11
Pioneer Group,Punjab,Chandigarh,3226,2712,51000,2550,53550,3.5,386,US,53,16,31
Vision Solutions,Maharashtra,Mumbai,2904,2482,66000,3300,69300,4.8,744,UK,30,62,8
Study Mentors Global,Andhra Pradesh,Vijayawada,863,784,12000,600,12600,3.5,4592,UK,8,75,17
Vision Solutions,Sikkim,Namchi,2402,1610,47000,2350,49350,3.9,2216,US,52,24,24
Elite Advisors,Assam,Dibrugarh,772,653,69000,3450,72450,4.8,1992,Germany,7,25,68
Pioneer Education International,Kerala,Kozhikode,3724,2237,38000,1900,39900,4.1,1191,US,57,18,25
Premier Consultants,Nagaland,Mokokchung,2479,2123,17000,850,17850,3.6,3055,Germany,25,7,68
Apex Group International,Jharkhand,Dhanbad,1266,879,39000,1950,40950,4.3,4666,US,63,29,8
Study Consultants,Assam,Dibrugarh,2617,2423,32000,1600,33600,3.5,680,UK,17,73,10
Pinnacle Mentors,Mizoram,Champhai,130,109,19000,950,19950,4.8,2814,US,76,10,14
Apex Services,Tamil Nadu,Salem,1125,999,59000,2950,61950,3.7,4991,Germany,37,18,45
Path Education,Kerala,Kochi,1589,1500,24000,1200,25200,4.2,3377,UK,40,45,15
Study Advisors,Sikkim,Gangtok,2299,1544,27000,1350,28350,3.8,486,UK,12,71,17
Future Group,Uttar Pradesh,Noida,52,40,26000,1300,27300,5,4352,Germany,28,14,58
Elite Solutions,Tripura,Dharmanagar,2154,1819,49000,2450,51450,4.2,4884,US,62,20,18
Overseas Services,Meghalaya,Shillong,4557,3304,15000,750,15750,3.1,1675,UK,12,64,24
Path Ventures International,Kerala,Thrissur,2931,2758,14000,700,14700,4.9,3015,Germany,15,29,56
Future Advisors,Uttarakhand,Haridwar,3294,2967,64000,3200,67200,4.9,1547,Germany,5,24,71
Vision Experts,Himachal Pradesh,Manali,2929,2366,13000,650,13650,3.9,4910,UK,16,79,5
Pioneer Solutions,Uttar Pradesh,Lucknow,3048,1876,40000,2000,42000,3.1,3472,Germany,13,19,68
Elite Experts Global,Goa,South Goa,4132,2554,14000,700,14700,3.5,3392,UK,26,61,13
Edu Consultants India,Karnataka,Mysuru,4099,3589,69000,3450,72450,4.3,384,UK,15,77,8
Overseas Solutions,Himachal Pradesh,Mandi,3924,3337,33000,1650,34650,3.5,2280,Germany,11,9,80
Edu Services,Mizoram,Kolasib,3408,2580,55000,2750,57750,3.2,1379,Germany,29,10,61
Path Experts,Himachal Pradesh,Solan,1292,813,43000,2150,45150,3.5,3515,Germany,20,28,52
Overseas Education,Bihar,Patna,1281,848,58000,2900,60900,3.4,833,Germany,21,20,59
Path Education,Jharkhand,Jamshedpur,2541,1872,65000,3250,68250,3.3,720,Germany,33,17,50
Vision Solutions,Goa,Vasco da Gama,4516,3512,21000,1050,22050,3.8,840,Germany,19,13,68
Pioneer Guidance,Delhi,Rohini,2633,2139,34000,1700,35700,3.7,456,Germany,24,6,70
Horizon Services Network,Mizoram,Kolasib,4129,3188,48000,2400,50400,3.9,4169,Germany,24,25,51
Path Guidance,Andhra Pradesh,Guntur,2878,2141,53000,2650,55650,3.8,3572,UK,13,76,11
Edu Consultants,Odisha,Rourkela,3381,2204,29000,1450,30450,4.1,711,Germany,25,25,50
Elite Pathways,Sikkim,Gangtok,638,427,73000,3650,76650,4.6,2632,US,63,20,17
Future Advisors,Uttarakhand,Haldwani,4813,4104,13000,650,13650,3.1,3297,Germany,22,14,64
Path Pathways,Andhra Pradesh,Tirupati,3164,2177,48000,2400,50400,4.4,3811,UK,10,78,12
Vision Advisors,Maharashtra,Thane,1691,1331,70000,3500,73500,4.6,3202,Germany,37,9,54
Apex Mentors,Uttarakhand,Dehradun,3826,3082,65000,3250,68250,3.2,4346,UK,20,64,16
Future Services,Chhattisgarh,Bilaspur,4876,3074,44000,2200,46200,3.8,4017,UK,6,48,46
Study Consultants,Goa,Panaji,4557,3384,10000,500,10500,3.7,2805,Germany,18,9,73
Horizon Group,Uttarakhand,Roorkee,3602,2361,19000,950,19950,3.7,3258,Germany,9,13,78
Study Guidance,Punjab,Ludhiana,1377,1105,43000,2150,45150,3.2,882,UK,24,58,18
Path Education,Karnataka,Belagavi,800,607,69000,3450,72450,4.7,382,UK,11,77,12
Premier Mentors,Gujarat,Rajkot,3566,2142,53000,2650,55650,3.6,3983,US,70,7,23
Gateway Consultants,Tripura,Agartala,1189,850,42000,2100,44100,4.7,980,US,79,10,11
Apex Group,Gujarat,Jamnagar,4774,4055,19000,950,19950,4.3,642,UK,16,79,5
Apex Consultants,Punjab,Amritsar,2669,1790,52000,2600,54600,4.1,3776,UK,14,76,10
Summit Mentors,Tamil Nadu,Tiruchirappalli,4440,3736,14000,700,14700,4.2,4956,US,49,11,40
Study Services,Jharkhand,Dhanbad,1285,939,13000,650,13650,3.7,907,US,58,35,7
Study Group,Bihar,Darbhanga,3564,2522,40000,2000,42000,3.6,4593,Germany,11,25,64
Overseas Experts Global,Karnataka,Mysuru,1663,1069,72000,3600,75600,4.2,1421,UK,26,66,8
Study Solutions,Maharashtra,Aurangabad,1435,1009,28000,1400,29400,4.5,2786,Germany,37,9,54
Overseas Guidance,Delhi,Rohini,4891,4056,54000,2700,56700,4.3,3952,Germany,10,45,45
Horizon Guidance,Bihar,Gaya,3704,2849,66000,3300,69300,3.7,2024,US,72,10,18
Future Solutions,Punjab,Amritsar,3471,2222,15000,750,15750,3.7,4321,US,65,30,5
Pinnacle Mentors,Telangana,Hyderabad,2477,1692,13000,650,13650,3.6,836,UK,36,54,10
Global Guidance,Haryana,Hisar,3235,2615,13000,650,13650,4,3101,US,45,12,43
Overseas Education,Arunachal Pradesh,Ziro,4319,3563,59000,2950,61950,4.7,433,Germany,14,10,76
Pinnacle Consultants,Gujarat,Surat,1190,1080,40000,2000,42000,3.5,840,Germany,19,28,53
Horizon Experts,Tripura,Dharmanagar,2198,1683,11000,550,11550,4,1644,US,46,41,13
Gateway Education,Goa,North Goa,1495,996,58000,2900,60900,4.1,3025,US,45,24,31
Study Mentors,Odisha,Berhampur,4039,2515,38000,1900,39900,4.8,3905,UK,10,63,27
Horizon Advisors International,Delhi,Dwarka,1053,687,19000,950,19950,4,2826,Germany,7,38,55
Premier Education India,Jammu and Kashmir,Jammu,2032,1502,55000,2750,57750,4.2,2064,UK,7,66,27
Overseas Advisors Global,Uttarakhand,Rishikesh,3400,2541,32000,1600,33600,3.3,1555,Germany,19,17,64
Gateway Ventures,Maharashtra,Mumbai,3827,3018,38000,1900,39900,5,2163,UK,19,66,15
Pinnacle Solutions,Jammu and Kashmir,Jammu,2415,1875,30000,1500,31500,4.7,4475,UK,19,60,21
Pinnacle Experts,Kerala,Kozhikode,2700,2150,17000,850,17850,4.4,1376,UK,6,73,21
Pinnacle Experts,Sikkim,Namchi,1107,690,52000,2600,54600,3.8,4653,Germany,9,11,80
Horizon Guidance,Madhya Pradesh,Gwalior,954,739,41000,2050,43050,3,1719,US,54,41,5
Path Pathways,Jharkhand,Jamshedpur,2552,2364,72000,3600,75600,4.5,1086,US,75,14,11
Future Services,Goa,South Goa,1497,1080,16000,800,16800,3,4738,Germany,32,21,47
Premier Mentors,Jammu and Kashmir,Jammu,3091,2042,46000,2300,48300,3.6,241,US,46,17,37
Path Advisors,Chhattisgarh,Raipur,3169,2932,37000,1850,38850,3.3,3342,UK,16,61,23
Edu Consultants,Bihar,Darbhanga,1566,1457,14000,700,14700,3.4,1483,US,47,8,45
Edu Guidance,Jharkhand,Dhanbad,4732,2915,19000,950,19950,4.6,2730,US,64,30,6
Gateway Ventures,Kerala,Thrissur,1642,1459,70000,3500,73500,3.5,162,UK,9,59,32
Elite Solutions,Manipur,Imphal,2196,1395,49000,2450,51450,4.8,3234,US,69,21,10
Premier Pathways,Manipur,Churachandpur,502,367,11000,550,11550,4.8,4977,US,63,16,21
Future Guidance,Gujarat,Vadodara,4710,4364,67000,3350,70350,3.9,724,Germany,28,24,48
Summit Mentors International,Maharashtra,Nagpur,2324,1783,37000,1850,38850,4.5,2181,UK,18,49,33
Summit Ventures,Chhattisgarh,Korba,520,489,41000,2050,43050,4.6,2783,Germany,25,12,63
Study Education India,Himachal Pradesh,Solan,1611,1453,74000,3700,77700,3.8,3079,UK,11,51,38
Path Mentors,Bihar,Bhagalpur,1669,1205,74000,3700,77700,3.6,2568,US,68,9,23
Pinnacle Guidance,Himachal Pradesh,Dharamshala,1431,893,38000,1900,39900,4.4,1897,US,78,10,12
Pinnacle Education,Madhya Pradesh,Jabalpur,109,83,30000,1500,31500,3.6,4145,UK,11,73,16
Horizon Education,West Bengal,Darjeeling,2156,1475,68000,3400,71400,5,4716,UK,18,57,25
Summit Experts,Andhra Pradesh,Vijayawada,1693,1542,42000,2100,44100,4.8,203,UK,8,75,17
Pioneer Ventures Network,Uttar Pradesh,Varanasi,4314,3957,24000,1200,25200,4.5,371,US,58,7,35
Horizon Ventures International,Gujarat,Rajkot,2131,1800,30000,1500,31500,4.1,4926,Germany,36,9,55
Elite Consultants,Uttar Pradesh,Agra,1409,1053,71000,3550,74550,3,628,Germany,21,13,66
Apex Group,Jharkhand,Jamshedpur,4625,3293,73000,3650,76650,4,32,UK,21,68,11
Study Advisors,Andhra Pradesh,Tirupati,2217,1921,50000,2500,52500,4.7,3492,US,79,14,7
Path Mentors,Uttar Pradesh,Lucknow,190,149,17000,850,17850,4,875,US,49,11,40
Elite Group,Chhattisgarh,Korba,3360,3053,53000,2650,55650,3.3,96,Germany,31,7,62
Overseas Education,Andhra Pradesh,Kurnool,368,229,61000,3050,64050,4.4,1891,UK,37,55,8
Global Group,Gujarat,Rajkot,1190,977,32000,1600,33600,4.7,3231,US,66,8,26
Pioneer Solutions,Rajasthan,Kota,336,305,42000,2100,44100,4.4,2347,US,79,12,9
Gateway Guidance,West Bengal,Howrah,4901,4246,35000,1750,36750,5,4410,Germany,16,10,74
Edu Experts,Gujarat,Gandhinagar,841,556,44000,2200,46200,3.8,2563,US,56,34,10
Pinnacle Advisors,Tamil Nadu,Chennai,1697,1601,17000,850,17850,3.1,3525,US,52,35,13
Edu Mentors,Andhra Pradesh,Guntur,3331,3152,27000,1350,28350,3.2,2014,US,80,12,8
Gateway Experts,Manipur,Churachandpur,149,97,64000,3200,67200,4.2,2200,Germany,12,14,74
Study Pathways,Punjab,Bathinda,533,458,61000,3050,64050,4.6,1949,UK,5,52,43
Apex Group,West Bengal,Durgapur,2058,1810,41000,2050,43050,4.3,3714,US,71,23,6
Future Services,Odisha,Rourkela,385,246,70000,3500,73500,5,3614,UK,9,73,18
Pioneer Group,Arunachal Pradesh,Tawang,1934,1498,62000,3100,65100,4.4,3431,UK,13,78,9
Summit Mentors,Uttar Pradesh,Varanasi,139,94,17000,850,17850,3.8,4193,Germany,24,9,67
Summit Group,Odisha,Rourkela,3129,2380,24000,1200,25200,3.7,3092,Germany,6,28,66
Horizon Mentors,Karnataka,Bengaluru,950,672,11000,550,11550,4.6,1102,UK,38,55,7
Apex Consultants Network,Punjab,Amritsar,3564,2820,37000,1850,38850,4.5,370,US,50,24,26
Path Consultants India,Punjab,Patiala,4392,3347,58000,2900,60900,3.8,4505,UK,6,67,27
Study Consultants Global,Delhi,Connaught Place,4435,3248,49000,2450,51450,4.5,555,Germany,8,31,61
Pioneer Mentors,Rajasthan,Jodhpur,348,310,56000,2800,58800,4.8,1975,Germany,29,5,66
Overseas Group Network,Nagaland,Tuensang,1757,1456,26000,1300,27300,3.8,3009,US,52,42,6
Vision Consultants,Karnataka,Hubballi,3378,2229,60000,3000,63000,3.2,3696,Germany,17,8,75
Future Education International,Arunachal Pradesh,Tawang,1346,1248,70000,3500,73500,4.4,994,UK,15,72,13
Summit Solutions,Sikkim,Gyalshing,4373,2644,52000,2600,54600,3.5,3626,UK,20,56,24
Global Mentors,Odisha,Cuttack,1254,822,35000,1750,36750,3.7,2851,Germany,11,25,64
Overseas Experts International,Odisha,Sambalpur,2521,1873,55000,2750,57750,3.1,3259,UK,15,56,29
Path Advisors,Assam,Silchar,1354,990,27000,1350,28350,3.6,1532,Germany,40,12,48
Horizon Pathways,Uttar Pradesh,Lucknow,2975,1991,19000,950,19950,5,943,Germany,8,23,69
Premier Education,Bihar,Patna,1809,1621,49000,2450,51450,4.8,4386,UK,9,65,26
Pinnacle Guidance,Madhya Pradesh,Jabalpur,1773,1173,51000,2550,53550,4.5,3398,US,71,12,17
Global Education,Gujarat,Rajkot,4712,3616,10000,500,10500,4.1,3212,UK,18,64,18
Elite Services Global,Uttarakhand,Roorkee,4712,3229,10000,500,10500,4.3,2702,US,67,21,12
Vision Services,Maharashtra,Aurangabad,2547,2013,21000,1050,22050,3.1,3528,Germany,17,38,45
Premier Pathways Global,Bihar,Patna,4982,3516,62000,3100,65100,3,4086,UK,25,56,19
Apex Mentors,Mizoram,Aizawl,2519,2198,49000,2450,51450,4.1,1317,Germany,36,5,59
Summit Ventures Network,Manipur,Imphal,3545,2562,75000,3750,78750,3.3,2559,UK,9,72,19
Pioneer Advisors,Mizoram,Kolasib,1669,1325,45000,2250,47250,3.7,1319,UK,11,51,38
Overseas Guidance,Gujarat,Surat,2247,1472,40000,2000,42000,4.4,3824,UK,7,65,28
Future Group Network,Odisha,Berhampur,4424,3765,46000,2300,48300,3.3,1365,UK,37,51,12
Premier Solutions,Haryana,Faridabad,4457,3203,36000,1800,37800,4.5,1128,US,46,32,22
Pioneer Ventures,Uttar Pradesh,Agra,2409,1644,41000,2050,43050,4,963,Germany,22,28,50
Global Consultants,Himachal Pradesh,Shimla,383,354,53000,2650,55650,4.1,4617,UK,31,61,8
Future Mentors,West Bengal,Siliguri,992,691,54000,2700,56700,3.3,1045,Germany,30,8,62
Global Solutions,Chhattisgarh,Bhilai,2406,1814,58000,2900,60900,4.7,2765,US,46,25,29
Vision Education International,Tamil Nadu,Salem,1689,1274,10000,500,10500,3.7,3703,US,53,32,15
Global Consultants,Kerala,Thrissur,4659,4372,34000,1700,35700,4.1,2168,Germany,14,38,48
Elite Consultants,Himachal Pradesh,Solan,4095,2991,11000,550,11550,3.2,1941,US,69,25,6
Overseas Pathways,Kerala,Kollam,874,695,66000,3300,69300,3.7,2626,Germany,10,34,56
Global Experts,Kerala,Kochi,4138,3546,21000,1050,22050,4.9,2281,US,65,24,11
Premier Experts,West Bengal,Darjeeling,2232,1733,21000,1050,22050,3.9,792,US,54,22,24
Overseas Solutions,Kerala,Kozhikode,4540,3912,18000,900,18900,3.3,3850,Germany,20,11,69
Edu Experts,Punjab,Jalandhar,2416,1676,68000,3400,71400,4.9,4867,US,79,14,7
Overseas Experts,Mizoram,Serchhip,521,494,24000,1200,25200,4.6,3016,UK,5,60,35
Apex Solutions,Bihar,Bhagalpur,977,629,14000,700,14700,3.1,2997,UK,27,65,8
Study Education,Chhattisgarh,Raipur,598,548,45000,2250,47250,3.5,4279,UK,19,47,34
Premier Solutions,Chhattisgarh,Bilaspur,3752,3466,37000,1850,38850,3.8,241,UK,6,53,41
Future Consultants,Himachal Pradesh,Solan,2072,1523,10000,500,10500,4.7,3529,US,52,40,8
Elite Consultants,Nagaland,Kohima,4679,4279,11000,550,11550,4.6,2662,UK,14,59,27
Premier Advisors Global,Goa,Margao,2975,1965,35000,1750,36750,3.7,4699,Germany,15,9,76
Overseas Services,Goa,Panaji,4483,4119,42000,2100,44100,3.9,679,UK,36,54,10
Horizon Group,Manipur,Bishnupur,667,585,55000,2750,57750,3,3033,US,59,17,24
Study Advisors,Andhra Pradesh,Vijayawada,1435,1046,20000,1000,21000,3.5,4724,Germany,28,12,60
Pinnacle Group,Mizoram,Champhai,3499,2105,63000,3150,66150,4.7,4727,UK,42,53,5
Overseas Ventures,Karnataka,Mysuru,2189,1716,31000,1550,32550,4.2,1675,Germany,5,43,52
Summit Services,Andhra Pradesh,Visakhapatnam,1055,664,25000,1250,26250,5,3231,US,47,31,22
Edu Pathways,Rajasthan,Jodhpur,4317,3321,44000,2200,46200,4.9,567,US,59,9,32
Elite Services,Rajasthan,Jaipur,1966,1859,22000,1100,23100,4.1,1461,UK,29,57,14
Vision Guidance,Meghalaya,Williamnagar,1250,822,60000,3000,63000,4.5,1771,US,50,13,37
Edu Services,Gujarat,Vadodara,1810,1204,29000,1450,30450,4.6,4325,US,47,23,30
Future Education,Odisha,Cuttack,3054,2544,31000,1550,32550,4.7,4027,Germany,18,6,76
Premier Ventures,Mizoram,Serchhip,493,447,74000,3700,77700,3.6,2809,UK,6,73,21
Study Experts India,Tripura,Udaipur,722,582,41000,2050,43050,4.8,2278,Germany,14,10,76
Apex Solutions,Jammu and Kashmir,Baramulla,139,91,36000,1800,37800,3.1,1586,Germany,21,29,50
Global Advisors,Tripura,Ambassa,1061,977,58000,2900,60900,4.5,2894,US,57,34,9
Premier Consultants,Bihar,Darbhanga,4217,3463,63000,3150,66150,4.6,4566,US,72,23,5
Premier Advisors,Andhra Pradesh,Guntur,2724,2253,34000,1700,35700,3.5,2052,Germany,12,12,76
Elite Experts India,Meghalaya,Nongpoh,3511,3007,29000,1450,30450,3.2,972,UK,42,50,8
Apex Services,Odisha,Cuttack,2477,1492,74000,3700,77700,4.1,4649,Germany,16,7,77
Pinnacle Ventures,Goa,Panaji,3863,2704,37000,1850,38850,3.5,3010,Germany,23,30,47
